Comment,Hatespeech
JOS TAIP USIBERBA DUONA IR DIEVAS ANT JU NEPYKSTA😡🤣,No
"jei laiku ir atidziai butu istirta byla, gal neturetume dabr to ka turim. bet viskas tik ,, gal,,",No
"Skaitau ir baisu,galejo nuzudyti . . . .O Policija dar klause ar su ginklu grasino,siaubas. . . .Vietoje to,kad staigiai sukelt ant koju ir suciupt tuos cigonus. Ir dar isleido i gatve,kai JUOS apvoge ? Na reikia Latviams skustis,skustis kur imanoma . . . .",No
Policijos aplaidus požiūris į nusikaltimus grįžta didžiuliu bumerangu atgal.,No
Kaip nuzude zmogu tyrima atnaujino 🙄 dabar romai gaus bylu kokiu tik ir nepadare ✌,No
omg viskam pritariu 200% 😍😍,No
Nuostabi tauta žydai... Protingi ir išmintingi žmonės...,No
paskaitykit,No
"As visad jauciu daug pagarbos zydu tautybes zmonems. Tai yra ipatinga tauta.❤️
",No
"O Lietuviu vaikams darželiuose ir mokyklose išplauna ir likučius geniju:))
Padaro kaip stabus iš medžio visus vienodus:)",No
Įsigilinti į jų tradicijas kažkodėl nesinori jų pavyzdžiu sekt.,No
",, ... pagrindinė jos karjera - namai ir šeima."" Tuom viskas ir pasakyta! Tai genijais leidžiama būti tik vyrams? 😬😬😬",No
tiesa,No
"Esu žydų tautybės ir tuom DIDŽIUOJOSI.Gimiau Lietuvoje, pagymdžiau čia sūnų, mes mylime Lietuvą.Nuo pat mažens mokinu savo vaiką, kad nesvarbu kokios tautybės yra žmogus, svarbu jo vertybes ir žmoniškumas.Perskaičiau po straipsniu kai kuriuos komentarus, pasibaisėjau...Kai kurie žmones, iš kur pas juos tiek pykčio, pagiežos, sakyčiau neapykantos..Kas davė jiems teisę šitaip kalbėti apie visą žydų tautą.Ar yra būtent tie žmones buve Izraelyje ir matė, kad žydų kareivis specialiai nueina ir nužuda vaiką! Kaip jums negėda, reikia gyventi, jausti ir matyti, o ne paskalas klausyti.Kiekvienas girdi taip kaip nori, o ne taip kaip yra.Turi būti gėda jums!",No
paskaityk kaip reiks pumpuriuka auklėti ☺️,No
"""Tiems vaikams nereikia kažko daryt, tėvai juos padaro genijais"".",No
"Nuostabi tauta zydai,tai Dievo isrinktoji tauta ,mums is jos mokytis ir mokytis.
",No
Zmones nesipykit del zydu neverta😉,No
"Vaikų teisems rizikingu šeimu pagalbos pradžiamokslis,o ne vaiku atiminėjimas !",No
paskaityk,No
"Kodėl trinami komentarai?
",No
tokiu nerasau,No
Nera zodzio laisves ir zmones lengvai iszeidzia del kitokios nuomones.,No
"Supratau , cenzūra kaip sovietmečiu 😃
Iš šviesk liaudį. 😃",No
"ačiū, tik dabar pamačiau. 😃",No
"Patarimai straipsnyje geri....
",No
"uz viena musta - 10 nemustus atiduoda.""",No
"Dėl to trina, kad ""mokentarai"" 😁
",No
Kiek daug nužmogėjusių padarų gyvena tarp mūsų lietuvių o žydų tauta pavyzdys visai žmonijai.,No
Neturiu didelės simpatijos žydams bet kažko teikiamo kaip ir kiekvienoje tautoje galima rasti. O padėjus ant svarstyklių... Nežinau kas persverti ar + ar -,No
Dabar jau is Norvegu nesimokinsim dabar jau is zydu mokinsimes?,No
"Pašiurpau nuo kai kurių komentarų. Ar kada nors komentatoriai susidūrė su žydais? O man teko: dirbau su žydais, gyvenau viename komunaliniame bute ir net draugavau. Tai štai ką patyriau: niekas per visą gyvenimą man nepadarė daugiau gero nepadarė, nei žydai!",No
zydo nepaimsi,No
"Aš tai manau, jog mums iš žydų daug ko galima ir reikėtų išmokti. Nuoširdžiai žaviuosi jais, kas liečia jų bendruomenę. Kad ir kaip plačiai bebūtų jie paplitę po pasaulį - visada padės vieni kitiems.
Pastebėjot, jog nelabai egzistuoja toks dalykas, kaip benamis žydas?",No
Genialumas baigiadi kaina gauna per privaloma karo tarnyba automata ir kai reikia eiti saudyti nekaltus palestiniecius!!!!,No
"Komentuoti galima daug kaip. Bet girdėjau jos žodžius pati savo ausimis viename interviu laidoje, kad žydai daug labiau nekenčia mūsų, negu mes jų. Labai buvau nustebusi. Gal tai buvo apie save? 🤔",No
"turi už ką nekęsti lietuvių, jie juk šaudė juos ir skundė tuos, kas bandė išsaugoti gyvybes.",No
"na,negalima nekęsti visų....yra puikių žydų,yra baisių lietuvių...viskas priklauso nuo pasaulėžiūros",No
"Tai išgamos ir kaip jiems pakyla rankos tai daryti. Tiek metų esame laisvi ir dar likę tokių antžmogių, jiems nieko nėra švento",No
"aš dabar prisisiminiau ir savo ausimis girdėjau kaip žydų draugė pasakojo kaip vieno Žemaitijos miestelio jaunos žydaitės tą vakarą, prieš prasidedant karui sakė:
Einam anksčiau gulti.Rytuoj eisim į tėtrą.
Ryte turėjo būti didelis trėmimas.Tik to teatro neteko pamatyti.",No
"Tą sakykit jai, žydų bendruomenės pirmininkei, ne man. Aš ir rašau, kad buvau nustebusi, nes tiems žmonėms neturiu neapykantos. Per greitai nuvalė, pagal ją slėpė, būtų nenuvalę, vėl kaltintų. Kelis kartus iki šiol pati ten buvo, kad nežinojo, jog memorialas apleistas. Provokacijų, ypač dabar, bus. Ponia, užuot pasmerkusi provokatorius, ieško kaltų valstybėje. Užtat kažkaip nejučia atgimė tas jos interviu....",No
Mūsų tauta visur buvo ne tik sušaudyta bet ir kankinama vien Rainių kancios,No
Lietuvoje ir be Z išniekina paminklus. Buvau vasara Alytuje ir savo akimys pamačiau žiauru urbanistinį peizažą. Ar taip galima daryti? Ir tai nesiskaito vandalizmu ir pažeminimu?,No
"Dar išlindo viena, amzinai nepatenkinta. O širdyje su koloradke. Tvarkykit jūs tuos savo memorialus, kapus, skirkit lėšų, darykit talkas🤔",No
"Jeigu nežinai,kas yra Faina Kukliansky,tai geriau patylėk su komentarais",No
"kas ji buvo sovietmačiu ir kas dabar..ar tu žinai,buvo sovietų represinės struktūros atstovė",No
nu tai kaip?,No
štai ir išsidavei,No
"Sovietų laikais ji dirbo tardytoja.Ir neišsigalvok nebūtų dalykų...
",No
"Nesupratau ,kame?Ji yra labai padorus žmogus.O apie jos pažiūras nežinojau ir negirdėjau niekur kalbant.Turiu omeny politiką.",No
"penktosios kolonos Lietuvoje atstovė, kuri visada dergė Lietuvą... ir lai primena šiandien, ką kalbėjo apie Krymo okupaciją...",No
ji kaip ir rusu okupantai atėjo ir nebžino kad turi išeit nes nuo ju jau bloga 🤮🤮🤮🤮🤮,No
Išpuolis netoleruotinas. Tvarkyti aplinką gali padėti ir žydų atstovai. Ukraina ir mes beje pasigendame aiškesnės Izraelio pozicijos okupanto (rusijos) atžvilgiu. Holokaustą patyrusi žydų tauta turėtų raginti savo šalies vadovus pasmerkti rusiją ir prisidėti prie sankcijų okupantei rusijai už ukrainiečių tautos genocidą.,No
Visai ne Faina ji 🙁,No
jus pasidomekit ka patys zydai apie save sneka?kokie veiksmai su sirais?kas valdo pasauli?,No
"Provokacijų Lietuvoje bus,nes
Esame maskoliam irgi ,,nacika.i..juk kagiebų valstybė nesismulkina""...nežinia kas ta Kuklianska ir kurioj ji pusėje",No
"atsibodo tos žydelkos keliamos pretenzijos.Lai čiuožia į Izraelį, ten galės kelti sąmyšį.",No
"Tai žydelka, kuriai Lietuvoje lietuviai nepatinka, visaip juos šmežia, o pati kažkodėl nevažiuoja į Izraelį.Niekas jos nelaiko, .",No
Na ir kliunkiai ...,No
"Šiaip be komentarų,ko su tuo srutaburniu Vytautu dar derėtis,palikim senį ramybėj",No
"Ši kartą nieko blogo nematau profesoriaus žodžiuose,o dėl kiekvieno žodžio atsiprašinėti žydų nematau reikalo,jie pamiršo savo Dušanskis, pamiršo kad kažkada sakė kad paims ginklą į rankas tam nukirsti ranką,o ką dabar patys daro su arabais? Šventieji atsirado,per mažai mes dar jiems į sikna sulindom",No
"Dar jis lenda i viešuma ,lai eina poilsio.",No
Eikit jus visi nakti pieno lakti,No
Ne kiekvienam duota suprast V.L. mintis. O nesuprantantis kiekvieną išraiškingesnį ar tarmišką žodį priima kaip įžeidimą. Bet čia jau ne profesoriaus problema.,No
"Banditų ir žydšaudžių vieta ne viešumoje!!!
",No
"žydų gaila???😠
",No
Žydai irgi žmonės!,No
lansb rado kabliuką ant ko visas bėdas suverst kad iš visur išlipt nekaltučius ir sausas,No
"Jis pats židelis pagal kilme odar kritikuoja kitus
",No
"Visi jau senai atsikvošėjom ir tavo, Vytautai, žodžius mokame skaityti ir juos suprantame... Leisk Lietuvai nuo tavęs pailsėti...",No
"Jei prof. Landsbergis ką ir norėjo įžeisti, tai tik antisemitus, specialiai pavartojęs jų pačių terminologiją. Ironija gana aukšto lygio, ir literatūriškai neišprusęs feisbuko skaitytojas gali tai suprasti neteisingai.... O fsb pareigūnas, davęs nurodymą agentui Tomui sudaužyti generolo Vėtros atminimo lentelę jau tikriausiai medaliui pristatytas😡",No
KADA TAS SENIS TAUTA PALIKS RAMYBEJE..,No
ka sis zmogus veiktu jei nebutu Kremliaus???,No
Vis kremlius užkliuna.,No
Ka tas Kremlius vis uzkliuva... Tegul seneliukas jau ilsisi...,No
Ožys pardavęs partizanus ir savo tautą,No
jau tuoj tuoj 😂,No
"uzrauk savo subinele, nepraustaburne.. Mano protu nesirupink, apie save pagalvok... Matyt, kad turgaus boba busi...",No
"tau zinoti nebutina, as taves neizeidinejau...",No
Ir vėl kremlius jau visai pablūdo senelis.Peza nesąmones o paskui ieško kaltų 🙉🙉🙉,No
"Va...tau ir rezultatas,o tiksliau jokio tikslinio rezultato,o tik visi kiti pasaliniai rezultatai.",No
o tu savo subine matyt uzraukus,No
"Tai vakcina neišgelbėjo valstybės, matai kaip čia įdomiai viskas gavosi 😁",No
"Pas zydus 60 % kvailoku zmoniu yra ,jei nesuvoke iki siol ir iki vakcinacijos pradzios, kd nei ta vakcina padeda nei ka.. O sveikatos problemu sudaryt,ji sudarys,vieniems anksciau kitiems veliau",No
Jie gi beveik visi užsivakcinavę.,No
"Istorija kartojasi,žydam kaput bus!!",No
"Skiepykitės,bet susirgimų nemažės,nes skiepai skatina naujų mutacijų atsiradimą.",No
"Melagiai tie zurnalistai,senai cia viskas aisku jog tai teorinis virusas,o vakcina skirta populiacijai sumazinti,nes isliks stipriausi ir nepaklustantys sitam durniu rezimui.",No
"Izraelis daugėjant susirgimams grąžina kaukių nešiojamą, o LT daugėjant susirgimams atvirkščiai - kaukės didžiajai daliai tampa neprivalomos. Laukiame statistikos....",No
"cia tik savotiskas nepasiskiepusiuju viliojimas pasiskiepyt...Jei didzioji dauguma vistik pasiskiepys, 100% valdziai bus nusispjaut kas pasiskiepijes,ir taip vadinamas nepasiskiepujusiu karantinas taps visuotiniu karantinu visiems",No
Tai jie ir daro visa ta suda uz isszudytus savo tautiecius tais paciais metodai net bandymus atlieka kaip su ziurkem kaipsauksit taip atsiliepia gal ne taip,No
Visi pas įskiepijo dviem dozėm ir ką. Piš. Va taip ir toliau. Sėkmės.,No
Jie dar nepasimoke is istorijos,No
Žydai nėra pavyzdys.,No
Ar kas nors tikėjosi kitokios reakcijos? Patriarchas ir toliau laikosi antiEvangelinės nuostatos ir laimina ir net gina Rusijos agresija. Taigi kyla labai rimtas klausimas: ar patriarchas yra kanoninis? Kanstantinopolio Patriarcho sprendimai šiuo atvėju yra neginčijami. Pravoslavai puikiausiai žinojo apie apeliacija ir turėjo pakankamai laiko pateikti Visuotiniam patriarchatui savo įrodymus. Bet to nedarė ir nedarys. Greičiausia pasisavino sau tiesos ir teisingumo monopolija. Tai vyksta Ukrainos cerkvėje tai vyksta ir Lietuvoje. Skaudu kad dėl to kenčia suklaidinti žmones.,No
"Aš, žinia, ne specialistė, bet kiek žinau, kunigystės sakramentas yra neatšaukiamas? Patikslinkit, kas žinot.",No
Yra kam nors klausimų?,No
Ir vėl tikinčiuosius ant svarstyklių bijokit dievo !!!!,No
"o kas Inokentijaus vadovas? Valerija, pasidomėkit plačiau. Pati sau. Kegebešnikas Gundiajevas aka Kirilas yra viršiausias stačiatikių cerkvės asmuo 😉.",No
"aš negaliu pasakyti, jas jų dvasinis vadovas. Tiesiog apsilankiau keliose cerkvese - Druskininkuose , Vilniuje - visur pamaldos prasideda Prasymu sėkmės Kirilui. Lietuvos staĉiatikių bažnyĉios interneto svetainese yra skelbiamos nuorodos į Maskvos patriarchato svetainę, kurioje laiminami rusų kareiviai, žudantys ukrainiečius. Todel vaizdas labai dviprasmiškas ir gluminantis. Latvijoje Seimos įstatymu ortodoksų bažnyčia yra atskirta nuo Maskvos patriarchato. Estijos ortodoksai, kiek suprantu. atsiskyre savarankiškai ir yra autocefalinė cerkvė. Kodėl laukiama Lietuvoje, nežinau. Jie nieko neprarastų galutinai atsiskyrę nuo Maskvos ir prisijungę prie Konstantinopolio. Gal but, yra per daug konservatyvūs.
Apgailėtina situacija.",No
Su Konstantinopoliu viskas gerai.,No
"Nieko juokingiau negalėjo pasakyti,visai nusikalbėjo😀",No
Ar čia toks Dievo tarnas turi būti?! Siaubas nu...,No
Pats tegu eina,No
😱siaubas,No
Nors patylėtų,No
Lietuvos pravoslavai cerkvėse vis dar prašo Dievo palaiminimo Kirilui.,No
Visi nuleistomis galvomis-nuodėmes bus sunku išpirkti.Ypač šventikams,No
"Jis turi eiti priekyje
Kariai įvertins...",No
Baisuoklis🥲,No
todėl žemė jų ir nenešioja,No
"Laimute Domeikiene --- O pas tamstą ar visi smegenys vietoje, o gal jų ir nėra, kad kitus žmones besmegeniais vadini. Kanstantinopolio partiarchatas, taip pat krikščionys ortodoksai, Šv. Kalėdas švenčia kaip ir visi kiti krikščionys, o kadangi Ukrainos ortodoksai atsiskyrė nuo Maskvos ir prisijungė prie Konstantinopolio, tai logiška, kad ir šventes švenčia vienodai. Vakarų Ukrainoje yra dominuojanti katalikų unitų bažnyčia, kurie švenčia kaip ir mes, be to, yra daug lenkų bei vengrų kilmės gyventojų, kurie yra Romos katalikai. Manau, su laiku visi krikščionys susivienodins, o čia tik pradžia to. O kas nori, taigi ir švęs kaip nori, juk niekas to nedraus. Kaimynystėje turėjau sentikius. Šventėm kartu abejas Kalėdas. Smagu buvo ..",No
Pametě senąjį,No
Okodel kaledas turime švesti gruodi kodėl ne Liepa ?,No
"Visada man keista buvo, kad žmonės Jėzaus Kristaus gimimo šventę švenčia 2 kartus, 2 - jų savaičių skirtumu. Galima pagalvoti, kad buvo 2 Kristai.",No
Matosi gerai knformuotas 💩,No
"Įdomu,kiek kartų per mėnesį reikia švęsti Kalėdas, visi meldžiasi vienam Dievui, o švenčia skirtingom dienom?",No
"🤷‍♀️IŠ KUR KONSTANTINOPOLIO PATRIARCHATAS GAVO VALDŽIĄ , JEI NET JEZUS NETURĖJO VALDŽIOS ŽEMĖJE? 🤷‍♂️🤷.JEI ŠIO PASAULIO IMPERATORIUS ŠETONAS , TAI IŠ KO GAVO VALDŽIA KONSTANTINOPOLIO PATRIARCHATS ???👹👹👹",No
Mūsų bažnyčios pavaldžios popiežiui Romoje. Reiškia ir cerkvės turėtų turėt savo aukščiausią valdžią kažkur. Negi Lietuvoje bus pavaldi mūsų seimui😏😁,No
gali būti pavaldi graikų patriarchatui.Stačiatikiau neturi vieningo centro.Gali būti sau pavaldūs,No
Uz sentykius .jie musu,No
"Siūlau kratą. Kai ukrainiečiai padarė kratą Lauroje, visokio mėšlo rado. Kirilui gali tarnaut tik velnias",No
"Na niekaip nesuprantu vieno dalyko- Lietuvos stačiatikiai ortodoksai visose mišiose laimina, ištardami patriarchą Gundejevą, kurio moralinis veidas ir pozicija karo dėl Ukrainos absoliučiai nepriimtina Lietuvoje. Kodėl Lietuvos teisinės institucijos nesiima jokių sankcijų ? Kgbistas Gundejevas atvirai remia ir laimina karą Ukrainoje... Atseit Vilniaus ortodoksų vyskupija pasisako prieš karą, bet tai sakydami jie prieštarauja Gundejevui savo patriarchui - jo pagrindinei minčiai, kuris turėtų tada visą Lietuvos vyskupiją atskirti nuo bažnyčios ( ekskomunikuoti)...",No
Saunu,No
"Veidmainystė. Jų supratime ""vienybė"" - tai vien maskvos patriarchatas. Jiems nerūpi krikščionybė, tik valdžia. Vienybę jie supranta ne kaip buvimą viena tikėjime Kristumi, o pavaldume vienam maskvos patriarchui. O šita eisena - politinės įtakos siekis, noras įbauginti Lietuvos valdžią, jog ji nesiimtų jokių veiksmų, ribojančių maskvos patriarchato veiklą, kaip tai vyksta Ukrainoje. Mol, žūrėkite, kiek mūsų daug, jei ko nors imsitės prieš mus - turėsit didelių nemalonumų. Tuo tarpu toliau sėkmingai skleis ""šventos rusijos"" ereziją ir bus maskvos bastionu ideologinėje rašizmo kovoje su visu likusiu pasauliu čia, Lietuvoje...",No
Kam priklauso šitas paradas Rusijos stačiatikių bažnyčios vadovui patriarchui Kirilui ?,No
Spejų jis yra kosmoso būsenoje 😉,No
Super sprendimas! Ačiū!,No
Tikriausiai padaugino kanapių,No
"Kad tik nesantaiką skleist, kuomi jūs geresni už tuos rusus?",No
Nu jau svieto pabaiga,No
"Reikia tik sveikinti kunigus is Ukrainos,kurie yra uz taika",No
Politikuoja,No
Demagogai apie veidmainius...,No
Nuo kada meras kišasi į bažnyčios reikalus?,No
"taip taip LIETUVOJ kunigų nebėra , nes juk neįtinka ponuliams",No
Koks senodas?kieno vėjai?kokios Ukrainos?.....Ukrainos kaip valstybės jau nebėra.Ekonomika palaidota.dabar laidoja žmones kiekvieną dieną.,No
Pas mus kaip buvo 7 taip ir liks😝,No
Naujus metus dar galetu perkelt 🙂,No
"Nieko asmeniško, tik biznis",No
Ar spes?,No
"Svarbiausia,kad viską gerai išmanai ir viską gali platinti.",No
Ko jūs lendate į kitų tikėjimą? Ar jums stačiatikiai į kišenę prisiko?,No
Tegu tie besipiktinantys keliauja paskui ruskių karinį laivą,No
Net nzn apie ka jis cia kalba nes nesiruosiu gaist laiko ir skaityt jokiu issisakymu. .. as apie tuos musulmonus tik tiek pasakysiu. .. jie bus man lygus kai as nuvaziavusi I ju salis galesiu jaustis savimi. ..ir manes niekas nezemins ir pirstais nebadys jei vilkesiu trumpa suknele. .. ah ir dar kai man leis baznycia pasistatyti taip par kaip jie cia savaip isikure. .. va tada mes kalbesim apie vienybe o ligsiol veskites savo korana vienoki ar kitoki atgal. .please. ..nes si situacija jau nebepakenciama. ..,No
Mūsų moterys spjauna ant savo šaknų ir... nieko .Kodėl mes visi turim tai toleruoti?Į domu ką tuo klausimu pasakytų musulmonai- Jei jų moterys spjautų ant ALACHO ir priimtų KRISTŲ.... Nelabai čia jūs mums ir reikalingi...,No
"gyvenu šalia musulmono, padorus, malonus, mandagus žmogus, nieko jam netrūksta, kalba gražiai lietuviškai...tikrai ne visi musulmonai teroristai, nereikia nusišnekėti.",No
"Tau nereiskia, o mums reiškia , jei atvykai i kita šalį nereikia primesti savo reikalavimu",No
Ko jus stumiat ant kitu tautu ar religiju .? Je tokie patys kaip ir mes . Pastatykit save i ju vieta ir pagalvokit . Kaip jiem butu sunku . Jus ne zmones jus durniai mumis valdo politika . Del visko kalta politika . O ne musulmonai . Jus ne zmones jai taip galvojat apie musulmonus . Turiu gera pazystama jis musulmonas . Zinot ka ? Jis nuostabus zmogus . Ne visi musulmonai blogi . Ira ir geru,No
"Juk ne visi zmones vienodi. Jeigu musulmonas tai nereiskia kad jis butent teroristas. O jus sprendziat apie zmogu pagal religija? As gyvenu vokietijoj ir cia daug skirtingu zmoniu religiju bet nepriskiri iskart teroristams. Juk yra ir musulmonu geru zmoniu kaip ir lietuviu juk nevisi lietuviai geri juk yra musu tape irgi negeru zmoniu kurie zudo pjauna merginas masinose degina. ..Ir pan....Kazkada vienas zmogus pasake gera posaky, ,dabar Isivaizduok yra didele deze obuoliu o tarp ju yra pora supuvusiu negi del tu poros supuvusiu obuoliu ismesi visa deze "" tai cia taip pat kaip ir su zmonem. Del tu zmoniu kurie zudo ir pan mes atstumiam tuos kurie gal ir yra tos pacios religijos bet neteroristai o tiesiog paprasti nuostabus zmones. Tad juk nevisi zmones tokie patys.",No
